municipality_code,latitude,longitude
02201,40.81411,140.73403
02201,40.81414,140.72978
02201,40.81433,140.74577
02201,40.81441,140.75107
02201,40.81474,140.73885
02201,40.81482,140.76736
02201,40.8149,140.7711
02201,40.81496,140.78543
02201,40.81537,140.72195
02201,40.81582,140.77438
02201,40.81614,140.79749
02201,40.8162,140.71389
02201,40.81622,140.77757
02201,40.81632,140.82758
02201,40.8165,140.7703
02201,40.81656,140.66529
02201,40.81662,140.71831
02201,40.81672,140.791
02201,40.81678,140.74732
02201,40.81678,140.75355
02201,40.81696,140.72852
02201,40.81709,140.84692
02201,40.81719,140.78242
02201,40.8173,140.76339
02201,40.81735,140.69341
02201,40.81735,140.80125
02201,40.81739,140.80125
02201,40.81752,140.67801
02201,40.81757,140.73246
02201,40.81759,140.73627
02201,40.8177,140.76888
02201,40.81805,140.72393
02201,40.81817,140.75743
02201,40.81833,140.73798
02201,40.81845,140.68238
02201,40.81872,140.79566
02201,40.8188,140.71087
02201,40.81884,140.74122
02201,40.81892,140.80891
02201,40.81903,140.72631
02201,40.81913,140.75274
02201,40.81913,140.78471
02201,40.81915,140.78942
02201,40.81942,140.74743
02201,40.81948,140.76964
02201,40.81956,140.76267
02201,40.81981,140.87511
02201,40.8201,140.71836
02201,40.8203,140.72869
02201,40.82044,140.77465
02201,40.82075,140.74145
02201,40.82076,140.77938
02201,40.82082,140.73259
02201,40.82102,140.79426
02201,40.82104,140.71084
02201,40.82105,140.8105
02201,40.82132,140.81385
02201,40.82145,140.71376
02201,40.82145,140.74764
02201,40.82153,140.76199
02201,40.82159,140.68782
02201,40.82164,140.78335
02201,40.82172,140.79905
02201,40.82175,140.78855
02201,40.82184,140.84315
02201,40.82194,140.73451
02201,40.82202,140.75708
02201,40.8222,140.75254
02201,40.8224,140.74193
02201,40.8225,140.72929
02201,40.82251,140.76683
02201,40.82274,140.73686
02201,40.82304,140.72082
02201,40.82311,140.70942
02201,40.82319,140.72393
02201,40.82334,140.8227
02201,40.82336,140.71755
02201,40.82362,140.84663
02201,40.82366,140.79248
02201,40.82367,140.7727
02201,40.82409,140.69527
02201,40.82412,140.74231
02201,40.82417,140.80115
02201,40.82426,140.74785
02201,40.82436,140.79576
02201,40.82453,140.75248
02201,40.82464,140.79792
02201,40.82469,140.72728
02201,40.82474,140.75836
02201,40.82474,140.76552
02201,40.82483,140.77793
02201,40.82499,140.71423
02201,40.82512,140.83045
02201,40.82526,140.71499
02201,40.82538,140.73624
02201,40.82547,140.81583
02201,40.82548,140.78165
02201,40.82549,140.71525
02201,40.82549,140.7852
02201,40.82554,140.81249
02201,40.82555,140.71481
02201,40.82567,140.74261
02201,40.82584,140.77175
02201,40.82587,140.72058
02201,40.82621,140.79146
02201,40.82635,140.78756
02201,40.82664,140.74797
02201,40.82665,140.66026
02201,40.8268,140.76471
02201,40.82681,140.75243
02201,40.82715,140.7371
02201,40.82738,140.75757
02201,40.82767,140.70365
02201,40.82783,140.80131
02201,40.82784,140.73037
02201,40.82785,140.72649
02201,40.828,140.77155
02201,40.82812,140.81479
02201,40.82816,140.8179
02201,40.82824,140.73346
02201,40.82824,140.79659
02201,40.8285,140.76337
02201,40.82853,140.69657
02201,40.82853,140.82608
02201,40.82855,140.74312
02201,40.82869,140.85269
